_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale,FULL_TEXT
"May 27, 1826",Public Sale,Sale,adult,adult,Dorchester,female,5,18260527,public sale,residence of Ammon Porter,Maryland,,Flora,,to satisfy court judgement,,,Cambridge Chronicle,3,,Levin,Fitzhugh,Constable,Ammon Porter,,"PUBLIC SALE. By virtue of three fieri facias, issued by James Houston, Esq. at the suit of Reuben Tall, against Ammon Porter, will be offered at public sale on SATURDAY 17th June, between the hours of 10 and 4 o'clock, at the residence of said Porter, the following property, viz.: One yoke of oxen, three head of horses, two beds, steads, and furniture, one negro man named Charles, 1 named John and one named William, one negro woman named Rose, and one named Flora. Seized and taken as the property of the said Ammon Porter, and will be sold to satisfy the above fieri facias and costs due thereon. Atteandance given by LEVIN FITZHUGH Constable. may 27 3w"
"July 15, 1826",Public Sale,Sale,,,Dorchester,male,2,18260722,public sale,Stream Saw Mill,Maryland,,London,,to satisfy court judgement,,,Cambridge Chronicle,1,,Lewis,Jaques,Administrator,John L. Jaques,,"PUBLIC SALE. By virtue of an order of the Orphans' Court for Dorchester County, will be offered at public sale; on MONDAY the 31st inst. At the Stream Saw Mill, all the personal estate of John L. Jaques, deceased, as follows, Negroes London, and Mary, wearing apparel, &d. Terms made known on the day of sale, by LEWIS JAQUES, Administrator of J. L. Jaques, deceased July 15 3w"
"July 15, 1826",Public Sale,Sale,,,Dorchester,female,2,18260722,public sale,Stream Saw Mill,Maryland,,Mary,,to satisfy court judgement,,,Cambridge Chronicle,1,,Lewis,Jaques,Administrator,John L. Jaques,,"PUBLIC SALE. By virtue of an order of the Orphans' Court for Dorchester County, will be offered at public sale; on MONDAY the 31st inst. At the Stream Saw Mill, all the personal estate of John L. Jaques, deceased, as follows, Negroes London, and Mary, wearing apparel, &d. Terms made known on the day of sale, by LEWIS JAQUES, Administrator of J. L. Jaques, deceased July 15 3w"
"June 23, 1827",Constable's Sale,Sale,adult,adult,Dorchester,female,3,18270630,public sale,"William C. Ridgeway's tavern, Cambridge",Maryland,,Lina,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,1,DO,Samuel,Lucas,Constable,James Jones,,"Constable's Sale. By virtue of 2 Fi Fa's issued by Levin Richardson, Esq. one at the suit of Robert F. Tubman, and one at the suit of Thomas Owings, administrator of John Meekins, deceased against James Jones of Tho's. will be offered at public sale at William C. Ridgaway's tavern in Cambridge, on the 14th of July, between the hours of 10 and 4 o'clock, the following property, to wit: one negro woman Lina, one boy and one girl the children of said woman; taken as the property of said Jones, and will be sold for cash only, to satisfy the above claims and cost, by SAMUEL LUCAS, Constable. June 28 3w"
"June 23, 1827",Constable's Sale,Sale,child,child,Dorchester,male,3,18270630,public sale,"William C. Ridgeway's tavern, Cambridge",Maryland,,,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,1,DO,Samuel,Lucas,Constable,James Jones,,"Constable's Sale. By virtue of 2 Fi Fa's issued by Levin Richardson, Esq. one at the suit of Robert F. Tubman, and one at the suit of Thomas Owings, administrator of John Meekins, deceased against James Jones of Tho's. will be offered at public sale at William C. Ridgaway's tavern in Cambridge, on the 14th of July, between the hours of 10 and 4 o'clock, the following property, to wit: one negro woman Lina, one boy and one girl the children of said woman; taken as the property of said Jones, and will be sold for cash only, to satisfy the above claims and cost, by SAMUEL LUCAS, Constable. June 28 3w"
"June 23, 1827",Constable's Sale,Sale,child,child,Dorchester,female,3,18270630,public sale,"William C. Ridgeway's tavern, Cambridge",Maryland,,,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,1,DO,Samuel,Lucas,Constable,James Jones,,"Constable's Sale. By virtue of 2 Fi Fa's issued by Levin Richardson, Esq. one at the suit of Robert F. Tubman, and one at the suit of Thomas Owings, administrator of John Meekins, deceased against James Jones of Tho's. will be offered at public sale at William C. Ridgaway's tavern in Cambridge, on the 14th of July, between the hours of 10 and 4 o'clock, the following property, to wit: one negro woman Lina, one boy and one girl the children of said woman; taken as the property of said Jones, and will be sold for cash only, to satisfy the above claims and cost, by SAMUEL LUCAS, Constable. June 28 3w"
"June 30, 1827",Constable's Sale,Sale,adult,adult,Dorchester,female,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Sophia,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"
"June 30, 1827",Constable's Sale,Sale,adult,adult,Dorchester,female,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Sinah,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"June 30, 1827",Constable's Sale,Sale,child,child,Dorchester,male,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,John,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"June 30, 1827",Constable's Sale,Sale,adult,adult,Dorchester,male,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Curtis,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"June 30, 1827",Constable's Sale,Sale,child,child,Dorchester,male,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Frank,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"June 30, 1827",Constable's Sale,Sale,,,Dorchester,male,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Jim,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"June 30, 1827",Constable's Sale,Sale,,,Dorchester,male,7,18270616,public sale,"store of Levi D. Travers, Taylor's Island",Maryland,,Beck,,to satisfy court judgement,,,Cambridge Chronicle and Maryland Weekly Advertiser,4,DO,Levin,Fitzhugh,Constable,Shadrach Keene ,,"""CONSTABLE'S SALE. By virtue of three writs of Fi. Fa. Issued by Levin Woolford, Esq. at the suit of Thomas Byus, against Anna Keene, Shadrach Keene and Benjamin Keene (of Ben.) will be offered at public sale, at the store of Levi D. Travers, Taylors Island, on TUESDAY the 10th of July next, between the hours of 10 and 4 o'clock, all the right, claim and interest, in and to the following property, to wit: 1 negro woman Sophia, 1 negro woman Sinah, 1 negro boy John, 1 negro man Curtis, 1 negro boy Frank, 1 negro named Jim and 1 negro named Beck, 2 beds and furniture, 2 head of horses, 1 cart, 15 head of sheep, the property of Shadrach Keene, seized and will be sold for cash, to satisfy the above Fi. Fa's, interest and cost. Attendance given by LEVIN FITZHUGH, Constable. June 16 3w"""
"March 20, 1828",Sheriff's Sale,Sale,child,child,Anne Arundel,male,2,18280320,public sale,"residence of Isaiah Frost, westward of Fort Cumberland, Allegany County",Maryland,,Leonard,,to satisfy court judgement,,,Cumberland Civilian,3,,Richard,Beall,Sheriff of Allegany County,Isaiah Frost,,"SHERIFF'S SALE. BY Virtue of a Writ of Fieri Facias as, issued out of Allegany county Court, at the suit of Frisby Tilghman and Charles C. Tilghman, against the Goods and Chattels, Lands and Tenements, of Isaiah Frost, to me directed, I have seized and taken in execution, all the right, title, claim and interest, at law and in equity, of the said Isaiah Frost, in and to PART of A Tract of LAND, called ""The Vale""—heretofore, to wit: on the 2d day of June, 1818, convey- ed to said Frost by said F & C. C. Tilghman, and recorded amongst the Land records of Allegany county aforesaid, with the appertenances. ALSO - All the right, title, interest and claim of said Frost, in and to LOTS, Nos. 3639,3640,4088, 3628, and 3629—situated, lying and being in Allegany county aforesaid, westward of Fort Cumberland, with the appertenances. Also, TWO NEGRO BOYS, named Leonard and George; one Waggon, Five Horses, and HARNESS.—All of which said Lands and Premises are now in the possession of said Frost. And I hereby give notice--That on SATURDAY the 12th day of April next, at 11 o'clock in the forenoon, on the premises, I will offer for sale the said premises, so seized  and taken in execution, by public auction, to the highest bidder, for cash. RICH’D BEALL, Sheriff of Allegany county. March 20  6--4"
"March 20, 1828",Sheriff's Sale,Sale,child,child,Anne Arundel,male,2,18280320,public sale,"residence of Isaiah Frost, westward of Fort Cumberland, Allegany County",Maryland,,George,,to satisfy court judgement,,,Cumberland Civilian,3,,Richard,Beall,Sheriff of Allegany County,Isaiah Frost,,"SHERIFF'S SALE. BY Virtue of a Writ of Fieri Facias as, issued out of Allegany county Court, at the suit of Frisby Tilghman and Charles C. Tilghman, against the Goods and Chattels, Lands and Tenements, of Isaiah Frost, to me directed, I have seized and taken in execution, all the right, title, claim and interest, at law and in equity, of the said Isaiah Frost, in and to PART of A Tract of LAND, called ""The Vale""—heretofore, to wit: on the 2d day of June, 1818, convey- ed to said Frost by said F & C. C. Tilghman, and recorded amongst the Land records of Allegany county aforesaid, with the appertenances. ALSO - All the right, title, interest and claim of said Frost, in and to LOTS, Nos. 3639,3640,4088, 3628, and 3629—situated, lying and being in Allegany county aforesaid, westward of Fort Cumberland, with the appertenances. Also, TWO NEGRO BOYS, named Leonard and George; one Waggon, Five Horses, and HARNESS.—All of which said Lands and Premises are now in the possession of said Frost. And I hereby give notice--That on SATURDAY the 12th day of April next, at 11 o'clock in the forenoon, on the premises, I will offer for sale the said premises, so seized  and taken in execution, by public auction, to the highest bidder, for cash. RICH’D BEALL, Sheriff of Allegany county. March 20  6--4"
"May 20, 1828",For Sale,Sale,11,child,Queen Anne's,female,2,18280621,private sale,,Maryland,,,,,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,4,,,,,,Editor of the Times,"For sale. TWO healthy Negro Girls, 11 to 14 years of age.—They will not be sold out of the state—Further information may be obtained by applying to the Editor of the Times. May 28th, 1828"
"May 20, 1828",For Sale,Sale,14,child,Queen Anne's,female,2,18280621,private sale,,Maryland,,,,,,not to be sold out of the state,Centreville Times and Eastern-Shore Public Advertiser,4,,,,,,Editor of the Times,"For sale. TWO healthy Negro Girls, 11 to 14 years of age.—They will not be sold out of the state—Further information may be obtained by applying to the Editor of the Times. May 28th, 1828"
"June 21, 1828",By Order,Sale,adult,adult,Dorchester,male,9,18280614,private sale,,Maryland,,Joshua,to serve for life,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,adult,adult,Dorchester,female,9,18280614,private sale,,Maryland,servant,,to serve for life,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,child,child,Dorchester,female,9,18280614,private sale,,Maryland,servant,,to serve for life,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,adult,adult,Dorchester,female,9,18280614,private sale,,Maryland,servant,Hetty,to serve for life,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,15,child,Dorchester,male,9,18280614,private sale,,Maryland,,Edmund,to serve for life,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,child,child,Dorchester,male,9,18280614,private sale,,Maryland,,Levin,to serve for a term of years,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,child,child,Dorchester,male,9,18280614,private sale,,Maryland,,Matthew,to serve for a term of years,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"June 21, 1828",By Order,Sale,child,child,Dorchester,female,9,18280614,private sale,,Maryland,,Ann Maria,to serve for a term of years,to satisfy court judgement,,,Cambridge Chronicle,4,DO,Robert,Wallace,Administrator,T. Loockerman,,"By order of the Orphan's Court of Dorchester county, will be sold at private sale, for cash, one negro man Joshua one negro woman Chloe, and her child, one negro woman Hetty, and her child, and one negro boy Edmund, aged 15 or 16 years, for life. Both the women are excellent house servants. Also, for a term of years, one negro boy Levin, one do. Matthew, and one girl Ann Maria. For terms apply to ROBERT WALLACE, Administrator with will annexed of T. Loockerman. June 14 eo3w"
"July 5, 1828",Negroes for Sale,Sale,adult,adult,Dorchester,female,4,18280705,private sale,,Maryland,,Phener,to serve for life,to satisfy court judgement,age and quality can be had at the Register of Wills' Office,,Cambridge Chronicle,3,DO,Sarah,McCready,Administratrix,Andrew McCready,"Elliotts Island, Dorchester County","Negroes for Sale. The subscriber will sell by order of the Orphans' Court of Dorchester county, at private sale, for cash, or on a credit of 6 months, four negroes, slaves for life viz: negro woman Phener, man Marcellus, woman Kitturah and girl Mary. These negroes will be sold without reserve to the best advantage. Reference can be had to the Register of Wills' Office, for the ages and quality of said negroes. Apply to SARAH McCREADY, Adm'x of Andrew McCready Elliotts Island, Dorchester county, July 5, 1818 3w"
"July 5, 1828",Negroes for Sale,Sale,adult,adult,Dorchester,male,4,18280705,private sale,,Maryland,,Marcellus,to serve for life,to satisfy court judgement,age and quality can be had at the Register of Wills' Office,,Cambridge Chronicle,3,DO,Sarah,McCready,Administratrix,Andrew McCready,"Elliotts Island, Dorchester County","Negroes for Sale. The subscriber will sell by order of the Orphans' Court of Dorchester county, at private sale, for cash, or on a credit of 6 months, four negroes, slaves for life viz: negro woman Phener, man Marcellus, woman Kitturah and girl Mary. These negroes will be sold without reserve to the best advantage. Reference can be had to the Register of Wills' Office, for the ages and quality of said negroes. Apply to SARAH McCREADY, Adm'x of Andrew McCready Elliotts Island, Dorchester county, July 5, 1818 3w"
"July 5, 1828",Negroes for Sale,Sale,adult,adult,Dorchester,female,4,18280705,private sale,,Maryland,,Kitturah,to serve for life,to satisfy court judgement,age and quality can be had at the Register of Wills' Office,,Cambridge Chronicle,3,DO,Sarah,McCready,Administratrix,Andrew McCready,"Elliotts Island, Dorchester County","Negroes for Sale. The subscriber will sell by order of the Orphans' Court of Dorchester county, at private sale, for cash, or on a credit of 6 months, four negroes, slaves for life viz: negro woman Phener, man Marcellus, woman Kitturah and girl Mary. These negroes will be sold without reserve to the best advantage. Reference can be had to the Register of Wills' Office, for the ages and quality of said negroes. Apply to SARAH McCREADY, Adm'x of Andrew McCready Elliotts Island, Dorchester county, July 5, 1818 3w"
"July 5, 1828",Negroes for Sale,Sale,child,child,Dorchester,female,4,18280705,private sale,,Maryland,,Mary,to serve for life,to satisfy court judgement,age and quality can be had at the Register of Wills' Office,,Cambridge Chronicle,3,DO,Sarah,McCready,Administratrix,Andrew McCready,"Elliotts Island, Dorchester County","Negroes for Sale. The subscriber will sell by order of the Orphans' Court of Dorchester county, at private sale, for cash, or on a credit of 6 months, four negroes, slaves for life viz: negro woman Phener, man Marcellus, woman Kitturah and girl Mary. These negroes will be sold without reserve to the best advantage. Reference can be had to the Register of Wills' Office, for the ages and quality of said negroes. Apply to SARAH McCREADY, Adm'x of Andrew McCready Elliotts Island, Dorchester county, July 5, 1818 3w"
"July 5, 1828",Sheriff's Sale,Sale,child,child,Dorchester,male,1,18280628,public sale,"store of William W. Lake, Esq.",Maryland,,Hixon,,to satisfy court judgement,,,Cambridge Chronicle,3,DO,Barzillai,Slacum,Deputy Sheriff,Lazarus Fisher,,"Sheriff's Sale. By virtue of two writs of fieri facias, issued by Edward Griffith, Esq. at the suit of John Edgar, against Lazarus Fisher, will be sold at public sale at the store of William … on Saturday the 26th of July next, all the right of said Lazarus Fisher to one negro boy Hixon, 20 head of cattle, 10 head of hogs, 10 head of sheep, 1 timber cart and chains; and will be sold to satisfy said fieri facia's and costs. Sale to commence between the hours of 8 and 12. Terms cash. BARZILLAI SLACUM, Deputy Sheriff June 28 3w"
"July 5, 1828",Sheriff's Sale,Sale,child,child,Dorchester,female,1,18280616,public sale,"residence of St. George E. Roberts, Newmarket",Maryland,,Sarah,to serve 13 years,to satisfy court judgement,,,Cambridge Chronicle,3,DO,N.,Applegarth,Sheriff,St. George E. Roberts,,"Sheriff's Sale. By virtue of a writ of fi. Fa. At the suit of Thomas R. Brooks and John Randell, use of Henry Nicols, against St. George E. Roberts, will be sold at public sale, on Saturday, 12th July next between the hours of 10 and 4 o'clock, at the house of said Roberts, in New Market, all his right, title and claim of, in and to the following property, viz: 1 gig and harness, 1 grey horse, 1 clock, 1 sow and pigs, 6 hogs, more or less, 1 carpet, 6 beds and furniture, 12 chairs, 8 cows, 2 pied heifers, 11 sheep, 1 cart and oxen, and all the balance of his household property. Also all the said Roberts' right to the one third part of the real estate of Roger Hooper, deceased, 1 negro girl named Sarah, to serve 13 years; being seized and taken, as the property of the said Roberts, will be sold as above. Terms cash. N. APPLEGARTH, Sheriff June 16 , 1828 8w"
"July 5, 1828",Constable's Sale,Sale,adult,adult,Dorchester,male,2,18280621,public sale,Newmarket,Maryland,,Jeffrey,,to satisfy court judgement,,,Cambridge Chronicle,3,,Brannock,Moore,Constable,Charles Lecompte,,"Constable's Sale. Will be offered at public Sale, for cash, in New-Market, on the 12th July next, all Charles Lecompte's (of C.) right to the following property, to wit: one negro man, Jeffrey, one woman Comford; taken as the property of said Lecompte, to satisfy an execution at the suit of Hayward, use of James Webb, and one at the suit of Robert Keys. Sale to commence between the hours of 8 and 10 o'clock. BRANNOCK MOORE, Const. June 21, 1828."
"July 5, 1828",Constable's Sale,Sale,adult,adult,Dorchester,female,2,18280621,public sale,Newmarket,Maryland,,Comford,,to satisfy court judgement,,,Cambridge Chronicle,3,,Brannock,Moore,Constable,Charles Lecompte,,"Constable's Sale. Will be offered at public Sale, for cash, in New-Market, on the 12th July next, all Charles Lecompte's (of C.) right to the following property, to wit: one negro man, Jeffrey, one woman Comford; taken as the property of said Lecompte, to satisfy an execution at the suit of Hayward, use of James Webb, and one at the suit of Robert Keys. Sale to commence between the hours of 8 and 10 o'clock. BRANNOCK MOORE, Const. June 21, 1828."
"July 19, 1828",Sheriff's Sale,Sale,adult,adult,Queen Anne's,female,7,18280726,public sale,residence of late Peter Foster,Maryland,,Julia,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Sheriff's Sale,Sale,adult,adult,Queen Anne's,male,7,18280726,public sale,residence of late Peter Foster,Maryland,,Daniel,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,male,7,18280726,public sale,residence of late Peter Foster,Maryland,,Harry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
